Profile_1             Profile_2             Profile_3             Profile_4             Profile_5             
x       y           x       y           x       y           x       y           x       y           
3.9463008e-08  -4.4011093e-09            4.0039094e-08  -6.7265413e-09            4.0421008e-08  -9.6207549e-09            3.9514431e-08  -1.2266232e-08            3.8945198e-08  -1.5204795e-08            
4.1784361e-08  -3.8688472e-09            4.2394335e-08  -6.2318048e-09            4.2798714e-08  -9.0401952e-09            4.1838809e-08  -1.1721564e-08            4.1236092e-08  -1.4614105e-08            
4.4105715e-08  -3.3060082e-09            4.4749576e-08  -5.6602495e-09            4.517642e-08  -8.5494488e-09            4.4163187e-08  -1.1207176e-08            4.3526986e-08  -1.4078478e-08            
4.6427068e-08  -2.7557185e-09            4.7104817e-08  -5.0753743e-09            4.7554127e-08  -7.9744803e-09            4.6487566e-08  -1.0655547e-08            4.581788e-08  -1.3548908e-08            
4.8748422e-08  -2.1815185e-09            4.9460058e-08  -4.5213016e-09            4.9931833e-08  -7.4101091e-09            4.8811944e-08  -1.0143057e-08            4.8108774e-08  -1.3037691e-08            
5.1069775e-08  -1.5839822e-09            5.1815299e-08  -3.976835e-09            5.2309539e-08  -6.8309294e-09            5.1136322e-08  -9.5854271e-09            5.0399668e-08  -1.2507937e-08            
5.3391128e-08  -1.0339227e-09            5.4170539e-08  -3.3814242e-09            5.4687246e-08  -6.2596836e-09            5.34607e-08  -9.0150841e-09            5.2690562e-08  -1.1937961e-08            
5.5712482e-08  -5.9360843e-10            5.652578e-08  -2.9739759e-09            5.7064952e-08  -5.8555668e-09            5.5785079e-08  -8.5161683e-09            5.4981456e-08  -1.1446904e-08            
5.8033835e-08  -3.0508077e-10            5.8881021e-08  -2.6674649e-09            5.9442658e-08  -5.5270367e-09            5.8109457e-08  -8.2398708e-09            5.727235e-08  -1.1309767e-08            
6.0355189e-08  1.7556937e-10            6.1236262e-08  -2.1190803e-09            6.1820365e-08  -4.9637914e-09            6.0433835e-08  -7.736045e-09            5.9563244e-08  -1.070899e-08            
6.2676542e-08  7.4454326e-10            6.3591503e-08  -1.5318902e-09            6.4198071e-08  -4.3707337e-09            6.2758214e-08  -7.1947826e-09            6.1854138e-08  -1.0216169e-08            
6.4997895e-08  1.3023566e-09            6.5946744e-08  -1.0557412e-09            6.6575777e-08  -3.784561e-09            6.5082592e-08  -6.6565084e-09            6.4145032e-08  -9.688738e-09            
6.7319249e-08  1.8406766e-09            6.8301985e-08  -3.7992329e-10            6.8953484e-08  -3.2691959e-09            6.740697e-08  -6.0215098e-09            6.6435926e-08  -9.1708263e-09            
6.9640602e-08  2.3898919e-09            7.0657225e-08  1.1973758e-10            7.133119e-08  -2.6579409e-09            6.9731348e-08  -5.4994356e-09            6.872682e-08  -8.6321011e-09            
7.1961956e-08  2.9750015e-09            7.3012466e-08  6.8896738e-10            7.3708896e-08  -2.1114938e-09            7.2055727e-08  -4.9900371e-09            7.1017714e-08  -8.0810417e-09            
7.4283309e-08  3.5413818e-09            7.5367707e-08  1.2416466e-09            7.6086603e-08  -1.530543e-09            7.4380105e-08  -4.4305008e-09            7.3308608e-08  -7.5357326e-09            
7.6604662e-08  4.0820118e-09            7.7722948e-08  1.7922648e-09            7.8464309e-08  -9.554314e-10            7.6704483e-08  -3.857361e-09            7.5599502e-08  -6.9308291e-09            
7.8926016e-08  4.639002e-09            8.0078189e-08  2.3478644e-09            8.0842015e-08  -3.5958714e-10            7.9028862e-08  -3.2939371e-09            7.7890396e-08  -6.39736e-09            
8.1247369e-08  5.2100663e-09            8.243343e-08  2.8824551e-09            8.3219722e-08  1.8220441e-10            8.135324e-08  -2.7488758e-09            8.018129e-08  -5.8491897e-09            
8.3568723e-08  5.7598228e-09            8.478867e-08  3.423877e-09            8.5597428e-08  7.5968833e-10            8.3677618e-08  -2.1775886e-09            8.2472184e-08  -5.3279428e-09            
8.5890076e-08  6.2831941e-09            8.7143911e-08  4.001771e-09            8.7975134e-08  1.3485017e-09            8.6001996e-08  -1.6470025e-09            8.4763078e-08  -4.7861778e-09            
8.821143e-08  6.8004597e-09            8.9499152e-08  4.5406588e-09            9.0352841e-08  1.8705886e-09            8.8326375e-08  -1.0692359e-09            8.7053972e-08  -4.2081522e-09            
9.0532783e-08  7.3789153e-09            9.1854393e-08  5.1209139e-09            9.2730547e-08  2.4302113e-09            9.0650753e-08  -5.2700648e-10            8.9344866e-08  -3.6719205e-09            
9.2854136e-08  7.9915865e-09            9.4209634e-08  5.7029936e-09            9.5108253e-08  2.971941e-09            9.2975131e-08  7.0452617e-11            9.163576e-08  -3.1084645e-09            
9.517549e-08  8.5500367e-09            9.6564875e-08  6.2292256e-09            9.748596e-08  3.547806e-09            9.529951e-08  6.3881172e-10            9.3926654e-08  -2.5036872e-09            
9.7496843e-08  9.1212461e-09            9.8920116e-08  6.7605212e-09            9.9863666e-08  4.12624e-09            9.7623888e-08  1.1563986e-09            9.6217548e-08  -1.9962228e-09            
9.9818197e-08  9.7088804e-09            1.0127536e-07  7.3415421e-09            1.0224137e-07  4.6496348e-09            9.9948266e-08  1.7128901e-09            9.8508442e-08  -1.500128e-09            
1.0213955e-07  1.0252692e-08            1.036306e-07  7.9259304e-09            1.0461908e-07  5.2447879e-09            1.0227264e-07  2.2930692e-09            1.0079934e-07  -9.5814025e-10            
1.044609e-07  1.0832008e-08            1.0598584e-07  8.4797708e-09            1.0699678e-07  5.7752342e-09            1.0459702e-07  2.8479514e-09            1.0309023e-07  -4.0257609e-10            
1.0678226e-07  1.1391061e-08            1.0834108e-07  8.9906691e-09            1.0937449e-07  6.3459509e-09            1.069214e-07  3.3723841e-09            1.0538112e-07  1.3609642e-10            
1.0910361e-07  1.1977127e-08            1.1069632e-07  9.5158698e-09            1.117522e-07  6.8768026e-09            1.0924578e-07  3.9082302e-09            1.0767202e-07  6.6311124e-10            
-          -              1.1305156e-07  1.0097168e-08            1.141299e-07  7.4447352e-09            1.1157016e-07  4.4928694e-09            1.0996291e-07  1.2542801e-09            
-          -              1.154068e-07  1.0697888e-08            1.1650761e-07  8.0247189e-09            1.1389454e-07  5.0702129e-09            1.1225381e-07  1.7795397e-09            
-          -              1.1776204e-07  1.1281194e-08            1.1888532e-07  8.5784724e-09            1.1621891e-07  5.5566765e-09            -          -              
-          -              1.2011728e-07  1.1811412e-08            1.2126302e-07  9.1461485e-09            -          -              -          -              
-          -              1.2247252e-07  1.2409514e-08            1.2364073e-07  9.6949436e-09            -          -              -          -              
-          -              1.2482776e-07  1.2995283e-08            -          -              -          -              -          -              
