Profile_1             Profile_2             Profile_3             Profile_4             Profile_5             
x       y           x       y           x       y           x       y           x       y           
2.3571082e-08  -6.3980382e-08            2.3563446e-08  -6.6901058e-08            2.3257124e-08  -6.8830152e-08            2.318636e-08  -7.0606038e-08            2.3437227e-08  -7.2193346e-08            
2.5928191e-08  -6.3449138e-08            2.5919791e-08  -6.6335778e-08            2.5582836e-08  -6.8270519e-08            2.5504996e-08  -7.008187e-08            2.578095e-08  -7.1660335e-08            
2.8285299e-08  -6.2902096e-08            2.8276136e-08  -6.5787216e-08            2.7908548e-08  -6.7737264e-08            2.7823632e-08  -6.9554518e-08            2.8124673e-08  -7.1084555e-08            
3.0642407e-08  -6.2345709e-08            3.063248e-08  -6.5251536e-08            3.0234261e-08  -6.7257334e-08            3.0142268e-08  -6.9016931e-08            3.0468395e-08  -7.0605451e-08            
3.2999515e-08  -6.1827212e-08            3.2988825e-08  -6.4714557e-08            3.2559973e-08  -6.6717463e-08            3.2460904e-08  -6.8523506e-08            3.2812118e-08  -7.0095451e-08            
3.5356624e-08  -6.1314472e-08            3.5345169e-08  -6.4214173e-08            3.4885685e-08  -6.6193016e-08            3.477954e-08  -6.7938394e-08            3.5155841e-08  -6.9515168e-08            
3.7713732e-08  -6.0792969e-08            3.7701514e-08  -6.370353e-08            3.7211398e-08  -6.5660105e-08            3.7098176e-08  -6.7458961e-08            3.7499563e-08  -6.8922248e-08            
4.007084e-08  -6.0245897e-08            4.0057859e-08  -6.3141304e-08            3.953711e-08  -6.5148015e-08            3.9416812e-08  -6.6914116e-08            3.9843286e-08  -6.8451171e-08            
4.2427948e-08  -5.9692305e-08            4.2414203e-08  -6.2596946e-08            4.1862822e-08  -6.4584975e-08            4.1735448e-08  -6.6380839e-08            4.2187009e-08  -6.7931996e-08            
4.4785057e-08  -5.9146408e-08            4.4770548e-08  -6.2008982e-08            4.4188535e-08  -6.4056126e-08            4.4054085e-08  -6.5846688e-08            4.4530732e-08  -6.7415092e-08            
4.7142165e-08  -5.8655614e-08            4.7126893e-08  -6.1524107e-08            4.6514247e-08  -6.3523367e-08            4.6372721e-08  -6.5285473e-08            4.6874454e-08  -6.6862799e-08            
4.9499273e-08  -5.8129187e-08            4.9483237e-08  -6.1012234e-08            4.8839959e-08  -6.2999416e-08            4.8691357e-08  -6.4734768e-08            4.9218177e-08  -6.6320042e-08            
5.1856381e-08  -5.7557719e-08            5.1839582e-08  -6.0451318e-08            5.1165672e-08  -6.2472483e-08            5.1009993e-08  -6.4210112e-08            5.15619e-08  -6.5782826e-08            
5.421349e-08  -5.7026381e-08            5.4195927e-08  -5.9952516e-08            5.3491384e-08  -6.1987111e-08            5.3328629e-08  -6.3710016e-08            5.3905622e-08  -6.5233079e-08            
5.6570598e-08  -5.6520393e-08            5.6552271e-08  -5.9398479e-08            5.5817097e-08  -6.1484034e-08            5.5647265e-08  -6.3193791e-08            5.6249345e-08  -6.4688969e-08            
5.8927706e-08  -5.5967265e-08            5.8908616e-08  -5.8869343e-08            5.8142809e-08  -6.0911092e-08            5.7965901e-08  -6.2657998e-08            5.8593068e-08  -6.4155549e-08            
6.1284814e-08  -5.5431769e-08            6.126496e-08  -5.8311708e-08            6.0468521e-08  -6.0348278e-08            6.0284537e-08  -6.2128773e-08            6.0936791e-08  -6.3603906e-08            
6.3641923e-08  -5.475477e-08            6.3621305e-08  -5.7962157e-08            6.2794234e-08  -5.9658934e-08            6.2603173e-08  -6.1504144e-08            6.3280513e-08  -6.2980066e-08            
6.5999031e-08  -5.4373869e-08            6.597765e-08  -5.7844891e-08            6.5119946e-08  -5.9434516e-08            6.4921809e-08  -6.11796e-08            6.5624236e-08  -6.2643846e-08            
6.8356139e-08  -5.5532752e-08            6.8333994e-08  -5.8127819e-08            6.7445658e-08  -5.975544e-08            6.7240445e-08  -6.1055875e-08            6.7967959e-08  -6.2703333e-08            
7.0713247e-08  -5.5404801e-08            7.0690339e-08  -5.8291724e-08            6.9771371e-08  -6.0315921e-08            6.9559081e-08  -6.1847294e-08            7.0311682e-08  -6.3610847e-08            
7.3070356e-08  -5.4864145e-08            7.3046684e-08  -5.7783352e-08            7.2097083e-08  -5.9871168e-08            7.1877717e-08  -6.1617818e-08            7.2655404e-08  -6.3040278e-08            
7.5427464e-08  -5.4327346e-08            7.5403028e-08  -5.7231741e-08            7.4422795e-08  -5.9275357e-08            7.4196353e-08  -6.1083735e-08            7.4999127e-08  -6.253171e-08            
7.7784572e-08  -5.3814609e-08            7.7759373e-08  -5.6766829e-08            7.6748508e-08  -5.8773735e-08            7.6514989e-08  -6.0606049e-08            7.734285e-08  -6.2031366e-08            
8.014168e-08  -5.3309035e-08            8.0115717e-08  -5.621022e-08            7.907422e-08  -5.8288658e-08            7.8833625e-08  -6.0104431e-08            7.9686572e-08  -6.1519154e-08            
8.2498789e-08  -5.2788029e-08            8.2472062e-08  -5.5733176e-08            8.1399932e-08  -5.7759025e-08            8.1152261e-08  -5.9568636e-08            8.2030295e-08  -6.0949603e-08            
8.4855897e-08  -5.2250312e-08            8.4828407e-08  -5.5149144e-08            8.3725645e-08  -5.7213052e-08            8.3470897e-08  -5.9031844e-08            8.4374018e-08  -6.0414034e-08            
8.7213005e-08  -5.1729377e-08            8.7184751e-08  -5.454387e-08            8.6051357e-08  -5.6680953e-08            8.5789533e-08  -5.8488065e-08            8.6717741e-08  -5.9848076e-08            
8.9570113e-08  -5.1246824e-08            8.9541096e-08  -5.4070074e-08            8.837707e-08  -5.6155785e-08            8.8108169e-08  -5.7979461e-08            8.9061463e-08  -5.9320506e-08            
9.1927222e-08  -5.0645871e-08            9.1897441e-08  -5.3584614e-08            9.0702782e-08  -5.5702871e-08            9.0426805e-08  -5.746433e-08            9.1405186e-08  -5.8774602e-08            
9.428433e-08  -5.0227155e-08            9.4253785e-08  -5.3032056e-08            9.3028494e-08  -5.51642e-08            9.2745441e-08  -5.6926719e-08            9.3748909e-08  -5.8268626e-08            
9.6641438e-08  -4.9634881e-08            9.661013e-08  -5.2496744e-08            9.5354207e-08  -5.4649837e-08            9.5064077e-08  -5.6363307e-08            9.6092631e-08  -5.7767588e-08            
9.8998546e-08  -4.9100272e-08            9.8966474e-08  -5.197218e-08            9.7679919e-08  -5.4117452e-08            9.7382713e-08  -5.5880874e-08            9.8436354e-08  -5.728153e-08            
1.0135565e-07  -4.8627365e-08            1.0132282e-07  -5.1440821e-08            1.0000563e-07  -5.3653452e-08            9.9701349e-08  -5.5401465e-08            1.0078008e-07  -5.6756419e-08            
1.0371276e-07  -4.8106246e-08            1.0367916e-07  -5.0912527e-08            1.0233134e-07  -5.3076949e-08            1.0201999e-07  -5.4834218e-08            1.031238e-07  -5.6201815e-08            
1.0606987e-07  -4.7571458e-08            1.0603551e-07  -5.0395125e-08            1.0465706e-07  -5.2543142e-08            1.0433862e-07  -5.4312545e-08            1.0546752e-07  -5.5660871e-08            
1.0842698e-07  -4.7052236e-08            1.0839185e-07  -4.9864725e-08            1.0698277e-07  -5.1989679e-08            1.0665726e-07  -5.378275e-08            1.0781124e-07  -5.5147709e-08            
1.1078409e-07  -4.6541175e-08            1.107482e-07  -4.9377248e-08            1.0930848e-07  -5.148698e-08            1.0897589e-07  -5.3269395e-08            1.1015497e-07  -5.4615315e-08            
1.131412e-07  -4.6047547e-08            1.1310454e-07  -4.8812509e-08            1.1163419e-07  -5.0977808e-08            1.1129453e-07  -5.2798408e-08            1.1249869e-07  -5.4070904e-08            
1.154983e-07  -4.5570883e-08            1.1546089e-07  -4.835395e-08            1.1395991e-07  -5.0431717e-08            1.1361317e-07  -5.2284862e-08            1.1484241e-07  -5.3535011e-08            
1.1785541e-07  -4.5031529e-08            1.1781723e-07  -4.7807464e-08            1.1628562e-07  -4.9961564e-08            1.159318e-07  -5.1733099e-08            1.1718614e-07  -5.3004252e-08            
1.2021252e-07  -4.4492164e-08            1.2017358e-07  -4.7292321e-08            1.1861133e-07  -4.9396555e-08            1.1825044e-07  -5.124276e-08            1.1952986e-07  -5.245475e-08            
1.2256963e-07  -4.3991737e-08            1.2252992e-07  -4.6757162e-08            1.2093704e-07  -4.8867671e-08            1.2056907e-07  -5.0756121e-08            -          -              
1.2492674e-07  -4.3506853e-08            1.2488627e-07  -4.6259199e-08            1.2326275e-07  -4.8351283e-08            1.2288771e-07  -5.0171236e-08            -          -              
1.2728385e-07  -4.2996637e-08            1.2724261e-07  -4.5728695e-08            1.2558847e-07  -4.7844543e-08            1.2520635e-07  -4.9625791e-08            -          -              
1.2964095e-07  -4.2487754e-08            1.2959895e-07  -4.5205889e-08            1.2791418e-07  -4.7372372e-08            1.2752498e-07  -4.9138065e-08            -          -              
1.3199806e-07  -4.195225e-08            1.319553e-07  -4.4683145e-08            1.3023989e-07  -4.6835105e-08            1.2984362e-07  -4.8657034e-08            -          -              
1.3435517e-07  -4.1428556e-08            1.3431164e-07  -4.4172256e-08            1.325656e-07  -4.6326764e-08            1.3216225e-07  -4.8098493e-08            -          -              
1.3671228e-07  -4.0910034e-08            1.3666799e-07  -4.3653051e-08            1.3489132e-07  -4.5806123e-08            1.3448089e-07  -4.7573385e-08            -          -              
1.3906939e-07  -4.0374705e-08            1.3902433e-07  -4.3142382e-08            1.3721703e-07  -4.5278437e-08            1.3679953e-07  -4.7064658e-08            -          -              
1.4142649e-07  -3.983938e-08            1.4138068e-07  -4.2662016e-08            1.3954274e-07  -4.4780053e-08            -          -              -          -              
